DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
211511951,07/17/2021 12:00:00 AM,07/17/2021 12:00:00 AM,100,15,N Hollywood,1548,1,121,"RAPE, FORCIBLE",2004 0446 0419 2000 0400 0507 0527 1814 1402 0432,19,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121.0,998.0,,,5200    HARMONY                      AV,,34.1649,-118.3665
210606300,02/24/2021 12:00:00 AM,02/24/2021 12:00:00 AM,747,6,Hollywood,636,2,940,EXTORTION,0913 0344 0337 0372 1402,23,F,W,710.0,OTHER PREMISE,,,AA,Adult Arrest,940.0,998.0,,,1900 N  CHEROKEE                     AV,,34.1042,-118.3348
222105749,02/16/2022 12:00:00 AM,02/16/2022 12:00:00 AM,130,21,Topanga,2147,2,354,THEFT OF IDENTITY,1402 0923 1822 2004,39,F,B,101.0,STREET,,,AA,Adult Arrest,354.0,998.0,,,20900    SCHOOLCRAFT                  ST,,34.1966,-118.5896
202112420,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,2130,21,Topanga,2148,2,901,VIOLATION OF RESTRAINING ORDER,2038 1402,26,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901.0,998.0,,,20200    HARTLAND                     ST,,34.1947,-118.5737
211611366,09/10/2021 12:00:00 AM,08/09/2021 12:00:00 AM,400,16,Foothill,1685,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913,20,M,H,517.0,MISSIONS/SHELTERS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,7800    LANKERSHIM                   BL,,34.2121,-118.3878
211712600,09/15/2021 12:00:00 AM,09/15/2021 12:00:00 AM,30,17,Devonshire,1787,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0417 0416 1813 0913 0443,53,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,18000    PARTHENIA                    ST,,34.2375,-118.5227
211419195,09/29/2021 12:00:00 AM,09/29/2021 12:00:00 AM,1930,14,Pacific,1458,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 2000 0913 0302 0421 2004,39,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,236.0,,,,4400 S  SLAUSON                      AV,,33.9984,-118.4144
201416381,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,2205,14,Pacific,1414,1,210,ROBBERY,0916 1822 1310 1311 1402 2004,28,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,510.0,998.0,,200    LINCOLN                      BL,,34.0017,-118.4686
201512777,07/17/2020 12:00:00 AM,07/17/2020 12:00:00 AM,2330,15,N Hollywood,1548,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,0,M,O,102.0,SIDEWALK,,,AA,Adult Arrest,740.0,998.0,,,SATSUMA                      AV,CHANDLER                     BL,34.1681,-118.3676
211518052,11/29/2021 12:00:00 AM,11/28/2021 12:00:00 AM,2100,15,N Hollywood,1529,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,25,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,6000    CLYBOURN                     AV,,34.1829,-118.365
210515759,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,1945,5,Harbor,518,2,624,BATTERY - SIMPLE ASSAULT,0913 0448 0419,28,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,24800    BROAD                        AV,,33.8002,-118.2622
200804472,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,800,8,West LA,804,2,624,BATTERY - SIMPLE ASSAULT,1202 0444 0429 0603 0361,70,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,1200 N  KENTER                       AV,,34.078,-118.4918
212117471,12/11/2021 12:00:00 AM,12/11/2021 12:00:00 AM,2315,21,Topanga,2183,1,210,ROBBERY,1822 1202 0340 0416 0344,65,M,W,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,210.0,230.0,,,23500    CALABASAS                    RD,,34.1555,-118.6249
211108386,05/09/2021 12:00:00 AM,05/09/2021 12:00:00 AM,1510,11,Northeast,1132,1,310,BURGLARY,1606 0344 1822 0314 1402,58,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310.0,998.0,,,3600    HOLBORO                      DR,,34.1168,-118.2761
212108138,04/25/2021 12:00:00 AM,04/25/2021 12:00:00 AM,2130,21,Topanga,2128,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0411 0444 0421 1810 1206,27,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230.0,,,,20400    SATICOY                      ST,,34.212,-118.5754
201417858,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,2100,14,Pacific,1452,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,300    WASHINGTON                   BL,,33.9804,-118.4645
220410243,06/26/2022 12:00:00 AM,06/26/2022 12:00:00 AM,920,4,Hollenbeck,477,2,900,VIOLATION OF COURT ORDER,2038,40,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,900.0,,,,700 S  SOTO                         ST,,34.0358,-118.2148
220222157,12/25/2022 12:00:00 AM,12/25/2022 12:00:00 AM,1820,2,Rampart,269,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1817 2004 1402 0913 0431,26,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512.0,MACE/PEPPER SPRAY,AA,Adult Arrest,230.0,998.0,,,1200 W  8TH                          ST,,34.0496,-118.2677
200711814,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,450,7,Wilshire,765,2,623,BATTERY POLICE (SIMPLE),1212 0400,0,M,H,726.0,POLICE FACILITY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623.0,,,,4800    VENICE                       BL,,34.0465,-118.3419
210217283,11/07/2021 12:00:00 AM,11/07/2021 12:00:00 AM,720,2,Rampart,257,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 2000 1814 0444 0448,24,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,500 S  UNION                        AV,,34.0583,-118.2692
220205228,01/30/2022 12:00:00 AM,01/29/2022 12:00:00 AM,1630,2,Rampart,291,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1821 0329 0400 0429 0416 0446 1310 2002,23,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,BONNIE BRAE,17TH                         ST,34.042,-118.2824
200205441,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1600,2,Rampart,261,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0334 0432 1402 0411 1822 2002,46,M,W,102.0,SIDEWALK,206.0,SWITCH BLADE,AA,Adult Arrest,230.0,998.0,,,7TH                          ST,CORONADO,34.0589,-118.2821
202011305,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1600,20,Olympic,2097,1,210,ROBBERY,0945 1822 0104 0421 0319 0432,0,X,X,301.0,GAS STATION,113.0,SIMULATED GUN,AA,Adult Arrest,210.0,,,,1800 W  WASHINGTON                   BL,,34.04,-118.2978
230700831,07/27/2023 12:00:00 AM,07/26/2023 12:00:00 AM,1400,7,Wilshire,721,2,354,THEFT OF IDENTITY,0930 1822,81,M,W,415.0,THE GROVE,,,AA,Adult Arrest,354.0,998.0,,,8500    BEVERLY                      BL,,34.0761,-118.3766
211411470,05/03/2021 12:00:00 AM,05/03/2021 12:00:00 AM,250,14,Pacific,1494,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0400 0416 1271,34,M,O,212.0,TRANSPORTATION FACILITY (AIRPORT),219.0,SCREWDRIVER,AA,Adult Arrest,231.0,,,,100    WORLD                        WY,,33.9455,-118.4006
220807865,04/06/2022 12:00:00 AM,04/05/2022 12:00:00 AM,1125,8,West LA,859,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,8500    HORNER                       ST,,34.0499,-118.3762
210715802,11/19/2021 12:00:00 AM,11/19/2021 12:00:00 AM,1800,7,Wilshire,759,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,1200    4TH                          AV,,34.0477,-118.3211
221116260,02/01/2023 12:00:00 AM,11/12/2022 12:00:00 AM,2340,11,Northeast,1177,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,AVENUE 26,FIGUEROA                     ST,34.0842,-118.2228
231605490,02/15/2023 12:00:00 AM,02/11/2023 12:00:00 AM,1900,16,Foothill,1622,2,900,VIOLATION OF COURT ORDER,0913,50,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,900.0,,,,11100    TELFAIR                      AV,,34.2715,-118.434
221717690,12/10/2022 12:00:00 AM,12/10/2022 12:00:00 AM,1910,17,Devonshire,1785,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0417 0913 1814 2000 0416,44,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,8800    CANBY                        AV,,34.2308,-118.5348
221215615,07/12/2022 12:00:00 AM,07/12/2022 12:00:00 AM,2100,12,77th Street,1232,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0601 1236 1822 0421,59,F,B,108.0,PARKING LOT,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,3400 W  SLAUSON                      AV,,33.989,-118.3309
201209759,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,805,12,77th Street,1208,2,901,VIOLATION OF RESTRAINING ORDER,2038 1814,27,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901.0,,,,700 W  52ND                         ST,,33.9997,-118.2849
230306765,02/22/2023 12:00:00 AM,02/22/2023 12:00:00 AM,1230,3,Southwest,317,1,121,"RAPE, FORCIBLE",1415 2000 1813 2004 1309 0358 2034 1262 0408 0918,28,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121.0,998.0,,,1500 W  24TH                         ST,,34.0346,-118.2942
211225293,12/17/2021 12:00:00 AM,12/17/2021 12:00:00 AM,1415,12,77th Street,1233,1,220,ATTEMPTED ROBBERY,1309 1822 0216 0308 0371 0906,23,M,B,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,220.0,,,,1800 W  SLAUSON                      AV,,33.9892,-118.3089
211607219,04/24/2021 12:00:00 AM,04/24/2021 12:00:00 AM,107,16,Foothill,1642,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,18,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,10500    CAYUGA                       AV,,34.261,-118.4243
200200668,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1110,2,Rampart,201,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0421 0432 0913 0361 2003,71,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,1000 N  MARIPOSA                     AV,,34.0891,-118.2992
230112600,05/18/2023 12:00:00 AM,05/18/2023 12:00:00 AM,1100,1,Central,176,1,210,ROBBERY,1218 0329 1317 0344 0444 1302 1822 2004,37,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,800 S  SAN PEDRO                    ST,,34.0404,-118.2504
220219661,11/03/2022 12:00:00 AM,11/02/2022 12:00:00 AM,1000,2,Rampart,204,2,901,VIOLATION OF RESTRAINING ORDER,2038 2000 1814 0913,37,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901.0,,,,700    MALTMAN                      AV,,34.0818,-118.2822
231000553,02/17/2023 12:00:00 AM,02/17/2023 12:00:00 AM,1025,10,West Valley,1034,1,220,ATTEMPTED ROBBERY,1414 0213 1822 0334,0,M,W,210.0,RESTAURANT/FAST FOOD,102.0,HAND GUN,AA,Adult Arrest,220.0,,,,6300    RESEDA                       BL,,34.1851,-118.536
211908217,05/02/2021 12:00:00 AM,05/01/2021 12:00:00 AM,1600,19,Mission,1984,2,624,BATTERY - SIMPLE ASSAULT,0416,47,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,14800    PARTHENIA                    ST,,34.2281,-118.4553
231508265,04/14/2023 12:00:00 AM,04/13/2023 12:00:00 AM,1600,15,N Hollywood,1566,1,121,"RAPE, FORCIBLE",0418 0448 0527 1402 1218 1206 0400 2004 1817 0913,38,F,W,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121.0,910.0,998.0,,4200    LANKERSHIM                   BL,,34.1497,-118.3694
221000659,04/25/2022 12:00:00 AM,04/25/2022 12:00:00 AM,1430,10,West Valley,1001,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0553 0448 1601,5,M,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627.0,,,,19600    CANTARA                      ST,,34.2191,-118.5601
201317115,09/15/2020 12:00:00 AM,09/15/2020 12:00:00 AM,1840,13,Newton,1323,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,43,M,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,624.0,,,,1200 E  23RD                         ST,,34.0219,-118.2547
230209627,04/24/2023 12:00:00 AM,04/19/2023 12:00:00 AM,1242,2,Rampart,236,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 1822 2028 0202 0378,0,X,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,300 N  WESTLAKE                     AV,,34.0687,-118.2672
201517767,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,1130,15,N Hollywood,1517,2,901,VIOLATION OF RESTRAINING ORDER,0561 2004 1218 2038,78,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901.0,,,,11100    ARCHWOOD                     PL,,34.1918,-118.3738
231313369,07/03/2023 12:00:00 AM,07/03/2023 12:00:00 AM,2200,13,Newton,1353,2,437,RESISTING ARREST,0400 1212,0,M,A,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,437.0,,,,VERNON,AVALON,34.0039,-118.2653
211911369,07/26/2021 12:00:00 AM,07/22/2021 12:00:00 AM,720,19,Mission,1917,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1258 0913 0552,8,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,237.0,,,,14000    ASTORIA                      ST,,34.3123,-118.4379
201011258,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1100,10,West Valley,1024,2,624,BATTERY - SIMPLE ASSAULT,0602 1701 1202 0400 0444 0429 2018 0360,68,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,6900    GEYSER                       AV,,34.1957,-118.5426
220118770,08/21/2022 12:00:00 AM,08/21/2022 12:00:00 AM,1600,1,Central,156,1,220,ATTEMPTED ROBBERY,1822 2004 0910 1218 0429 0417 0400,51,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220.0,,,,5TH                          ST,SAN PEDRO,34.0442,-118.2439
211209413,03/29/2021 12:00:00 AM,03/29/2021 12:00:00 AM,1740,12,77th Street,1249,2,943,CRUELTY TO ANIMALS,1822 2104 0400 0416 1402,0,X,X,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,943.0,998.0,,,400 W  69TH                         ST,,33.9773,-118.2821
200116233,08/11/2020 12:00:00 AM,08/11/2020 12:00:00 AM,1100,1,Central,157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0340 1414 2004 1402 0416 1822 0947,48,M,H,101.0,STREET,304.0,CLUB/BAT,AA,Adult Arrest,230.0,998.0,,,600    STANFORD                     AV,,34.0416,-118.244
221009936,06/02/2022 12:00:00 AM,06/02/2022 12:00:00 AM,1200,10,West Valley,1027,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,0913 2038 1202,65,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,902.0,,,,17600    ENADIA                       WY,,34.2002,-118.5164
201217581,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,1945,12,77th Street,1268,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0554 0400 0443 1310,40,M,H,101.0,STREET,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,100 E  81ST                         ST,,33.9662,-118.2739
201107699,03/25/2020 12:00:00 AM,03/24/2020 12:00:00 AM,1935,11,Northeast,1183,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0429 0400,32,F,O,507.0,CONDOMINIUM/TOWNHOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,1600    ECHO PARK                    AV,,34.0832,-118.2572
200615945,09/27/2020 12:00:00 AM,09/27/2020 12:00:00 AM,650,6,Hollywood,667,1,210,ROBBERY,0400 0416 0411 0344 0337 1822 1402,27,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,AA,Adult Arrest,210.0,998.0,,,1100 N  BEACHWOOD                    DR,,34.0908,-118.3212
222117409,12/06/2022 12:00:00 AM,12/06/2022 12:00:00 AM,845,21,Topanga,2147,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004,35,M,X,740.0,OTHER PLACE OF WORSHIP,,,AA,Adult Arrest,740.0,,,,7100    DE SOTO                      AV,,34.1992,-118.5884
211913212,09/13/2021 12:00:00 AM,09/12/2021 12:00:00 AM,1145,19,Mission,1909,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038,35,M,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,902.0,,,,13500    SIMSHAW                      AV,,34.3171,-118.4101
220807812,04/04/2022 12:00:00 AM,04/03/2022 12:00:00 AM,1945,8,West LA,817,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0216 2004 1822,0,M,O,203.0,OTHER BUSINESS,,,AA,Adult Arrest,442.0,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
221016883,11/23/2022 12:00:00 AM,11/22/2022 12:00:00 AM,830,10,West Valley,1029,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0602 0913 0360 0400 0444 1414,31,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,,,,16000    HART                         ST,,34.1975,-118.4816
201306364,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,800,13,Newton,1391,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0906 1309 0334 0319 0421 0432,41,F,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,930.0,,,,7100 S  BROADWAY,,33.9789,-118.2795
200510137,05/31/2020 12:00:00 AM,05/31/2020 12:00:00 AM,257,5,Harbor,529,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0345 0344 2004,0,X,X,108.0,PARKING LOT,,,AA,Adult Arrest,331.0,480.0,,,HENRY FORD,ANCHORAGE,33.7764,-118.2409
210913578,09/01/2021 12:00:00 AM,09/01/2021 12:00:00 AM,1400,9,Van Nuys,923,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,710.0,OTHER PREMISE,,,AA,Adult Arrest,740.0,,,,6400    VAN NUYS                     BL,,34.1903,-118.4574
220406456,03/15/2022 12:00:00 AM,03/15/2022 12:00:00 AM,140,4,Hollenbeck,409,2,901,VIOLATION OF RESTRAINING ORDER,1402 2038,32,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901.0,998.0,,,4400    VAN HORNE                    AV,,34.097,-118.1695
201517536,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1330,15,N Hollywood,1557,2,903,CONTEMPT OF COURT,2038 0561 1202,84,F,O,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,903.0,,,,10800    BLIX                         ST,,34.1567,-118.3661
220506862,03/16/2022 12:00:00 AM,03/16/2022 12:00:00 AM,850,5,Harbor,507,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0447 0416 1822 0408 0445,49,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,230.0,,,,PLAZA DEL AMO                ST,WESTERN                      BL,33.8229,-118.3089
210100620,04/09/2021 12:00:00 AM,04/08/2021 12:00:00 AM,2215,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 1213 1822 2004 0447,35,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,,,,CESAR E CHAVEZ,NEW HIGH,34.0583,-118.2396
221516918,11/01/2022 12:00:00 AM,11/01/2022 12:00:00 AM,1830,15,N Hollywood,1549,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0913,59,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,5500    BONNER                       AV,,34.17,-118.3741
230906435,03/04/2023 12:00:00 AM,03/04/2023 12:00:00 AM,1230,9,Van Nuys,915,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1402 0334 2004,54,M,H,222.0,LAUNDROMAT,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230.0,998.0,,,6800    LENNOX                       AV,,34.1939,-118.4455
212110634,06/26/2021 12:00:00 AM,06/26/2021 12:00:00 AM,1830,21,Topanga,2155,1,220,ATTEMPTED ROBBERY,1402 0443 0913,23,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,220.0,998.0,,,22100    ERWIN                        ST,,34.1829,-118.6077
210804506,01/17/2021 12:00:00 AM,01/17/2021 12:00:00 AM,900,8,West LA,839,1,210,ROBBERY,1402 0416 0325 0344 0432 2004 1822,0,M,O,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,998.0,,,10200    SANTA MONICA                 BL,,34.06,-118.42
231701105,08/07/2023 12:00:00 AM,08/07/2023 12:00:00 AM,2100,17,Devonshire,1761,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0903 2054 1536 0329 2004 1822,23,M,O,108.0,PARKING LOT,,,AA,Adult Arrest,740.0,,,,21600    PLUMMER                      ST,,34.2427,-118.6007
230207599,03/17/2023 12:00:00 AM,03/17/2023 12:00:00 AM,220,2,Rampart,285,1,310,BURGLARY,2004 1822 0314,35,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,,,,1600 W  11TH                         ST,,34.0477,-118.2751
230606567,03/02/2023 12:00:00 AM,03/02/2023 12:00:00 AM,1215,6,Hollywood,626,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1202 1814 0446 0329 1203 2000 0400 0417,61,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,2600    CRESTON                      DR,,34.1129,-118.328
200200597,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,1145,2,Rampart,237,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1822 0334 0432 0445 1402 0443 1266 0907,45,M,B,123.0,PARKING UNDERGROUND/BUILDING,219.0,SCREWDRIVER,AA,Adult Arrest,230.0,998.0,,,2ND                          ST,BEAUDRY                      AV,34.0579,-118.2553
210714605,10/21/2021 12:00:00 AM,10/21/2021 12:00:00 AM,1700,7,Wilshire,776,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 0400 0416 0913 0360 1202,85,F,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,,,,4500    LOMITA                       ST,,34.0452,-118.3351
220508772,05/03/2022 12:00:00 AM,05/03/2022 12:00:00 AM,1402,5,Harbor,504,1,210,ROBBERY,0325 0342 1309 0945 1822 0432,0,X,X,406.0,OTHER STORE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,210.0,,,,19500    NORMANDIE                    AV,,33.8542,-118.2992
221510232,05/27/2022 12:00:00 AM,05/21/2022 12:00:00 AM,1800,15,N Hollywood,1517,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,KLUMP,VANOWEN,34.194,-118.3757
220508992,05/10/2022 12:00:00 AM,05/08/2022 12:00:00 AM,1145,5,Harbor,507,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1309 1310 1814 0913,35,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,22800 S  WESTERN                      AV,,33.819,-118.3089
